gene_name,logFC,adj.P.Val
Drg2,-0.08,0.986
Erbb2ip,0.12,0.979
Slc2a8,-0.32,0.851
Skap2,0.29,0.75
Dgkz,0.097,0.981
Rif1,-0.049,0.99
Ets2,-0.13,0.962
Iah1,-0.047,0.99
Ppp1r9a,0.14,0.964
Ccnd1,-0.17,0.959
Rbbp9,-0.31,0.898
Thap7,0.18,0.945
Inpp5d,0.33,0.748
Psmd9,0.15,0.959
Smim19,-0.23,0.924
Ppm1b,-0.043,0.99
Slc38a2,0.36,0.816
RP23-341K9.1,-0.29,0.881
Dtymk,0.13,0.963
Prag1,0.0098,0.998
Cryzl1,0.31,0.87
Zdhhc13,0.15,0.956
Nfkbib,-0.24,0.904
Slc25a46,0.22,0.943
Angel2,-0.29,0.865
RP23-273D6.2,0.066,0.987
Ppie,0.21,0.943
Efhd2,-0.27,0.694
Dnajc11,-0.13,0.965
Exoc5,-0.29,0.876
Lin7c,-0.29,0.87
Ccng1,-0.15,0.949
Pum1,0.11,0.969
Mrpl49,0.27,0.915
Znrf2,0.37,0.878
Aamdc,-0.18,0.955
Nipa2,-0.33,0.826
Sertad1,0.34,0.841
Snx13,-0.059,0.988
Cfap20,0.2,0.938
Chpt1,-0.082,0.986
Ift52,0.16,0.959
Cand1,0.21,0.943
Rab29,-0.033,0.993
Noc2l,-0.32,0.853
Malsu1,-0.21,0.932
Arpc4,-0.31,0.82
RP23-281H4.5,0.13,0.97
Znhit3,0.13,0.968
Zfp62,-0.31,0.887
Eftud2,-0.065,0.988
Rars,-0.25,0.924
Iars,0.15,0.955
Hist3h2a,-0.24,0.925
Bre,-0.27,0.871
Pdrg1,0.33,0.851
Klhdc3,-0.042,0.99
Bola1,0.33,0.879
Zdhhc9,-0.11,0.973
Tsnax,-0.25,0.923
Med12l,-0.12,0.977
Pura,-0.09,0.987
Mrpl15,0.28,0.894
Fis1,0.32,0.812
Senp6,-0.24,0.929
Rufy1,-0.079,0.987
Mob2,-0.29,0.882
Psmd14,0.3,0.821
Npc1,0.21,0.949
Smad4,-0.3,0.892
Abhd17a,0.36,0.837
Akip1,-0.23,0.932
Cyb5b,-0.15,0.955
Creld2,0.28,0.864
Agpat3,0.26,0.898
Eef1akmt1,-0.17,0.95
Hmgn1,0.31,0.804
Chchd4,-0.031,0.993
Poglut1,0.055,0.988
Ssbp4,0.23,0.914
Elmod2,-0.21,0.948
Ints11,0.17,0.948
Rlim,0.24,0.93
Nhlrc3,0.17,0.942
Vps26a,-0.32,0.815
Nsmce2,-0.19,0.948
Gtf3a,0.31,0.904
Rhoh,-0.35,0.762
Scnm1,0.1,0.98
Bad,-0.22,0.93
Ggps1,0.29,0.879
Sbf2,0.31,0.879
Rnf166,-0.31,0.818
Rnf114,-0.33,0.811
Sugt1,-0.23,0.911
Siah2,-0.24,0.927
Herc4,-0.1,0.977
Nkap,-0.18,0.948
Ethe1,-0.17,0.944
Chd7,0.36,0.814
Rras,0.031,0.992
Lactb2,-0.091,0.984
Ap1s1,0.3,0.888
Tbc1d23,-0.24,0.906
Fzr1,-0.087,0.987
Smarcd2,0.23,0.927
Zfp467,-0.31,0.882
Apopt1,0.19,0.932
Nae1,0.19,0.936
Hadh,0.017,0.997
Rmdn1,0.093,0.981
Asb13,-0.29,0.896
Mrpl23,-0.11,0.968
Asb3,-0.15,0.96
Ppp2r2d,-0.0025,0.999
G6pdx,-0.33,0.872
Set,0.24,0.909
Stab1,-0.37,0.874
Mpv17,-0.31,0.84
Ogfod3,0.21,0.93
Gpr160,-0.37,0.852
Cmas,-0.28,0.84
Eif4a1,0.39,0.785
Fam134a,-0.22,0.934
RP24-221F4.2,-0.33,0.879
Mtf2,-0.13,0.962
Socs6,0.27,0.873
Zrsr2,0.045,0.99
Abca1,0.68,0.84
Trappc13,0.23,0.934
Mxd4,0.014,0.997
Cycs,-0.16,0.943
Slc35a1,-0.26,0.919
Cdkal1,0.041,0.99
Gnpat,-0.24,0.932
Pigyl,0.29,0.886
Hnrnpd,0.2,0.935
Triap1,-0.22,0.908
Rnf41,-0.051,0.99
Sertad3,-0.068,0.987
Kdelr2,-0.27,0.901
Uchl5,-0.29,0.872
Ufsp2,0.34,0.831
Entpd1,-0.31,0.739
Uqcrc2,0.33,0.829
Cyth3,0.14,0.962
Appbp2,-0.22,0.944
Eif5a,0.29,0.816
Snrnp70,0.4,0.832
Ndufa13,0.31,0.768
Nup88,-0.31,0.841
Tmem87b,0.098,0.979
Tnfrsf13b,-0.29,0.816
Ubxn6,0.16,0.956
Kat7,0.24,0.903
Ercc5,0.21,0.947
Prpf38a,-0.085,0.986
Ndufaf4,-0.23,0.931
Fam103a1,0.068,0.987
AC130474.1,-0.02,0.995
Brcc3,-0.1,0.979
Mmadhc,-0.34,0.864
Mcat,0.16,0.948
RP23-81F19.2,0.21,0.935
Becn1,0.3,0.849
Commd1,0.13,0.959
Oxr1,0.29,0.856
Casc3,-0.034,0.99
Mrpl12,0.21,0.932
Uap1,0.29,0.883
Dtnbp1,0.29,0.82
Diablo,0.12,0.964
Nfkbia,0.53,0.666
Kdm5a,-0.22,0.924
Fip1l1,-0.31,0.884
Ate1,0.27,0.881
Atmin,0.056,0.987
Rnpepl1,0.092,0.986
Ngdn,-0.28,0.829
Aktip,-0.095,0.984
Tcerg1,0.26,0.899
Snx15,-0.0028,0.999
Ndufs4,0.31,0.879
Golga5,-0.065,0.987
Add3,-0.11,0.976
Ipo9,0.12,0.974
Tmpo,-0.19,0.937
C1qbp,-0.28,0.84
Ctbp1,0.28,0.839
Slk,-0.11,0.977
Gnai2,0.33,0.735
Rfc1,-0.0032,0.999
Trim11,-0.19,0.953
Klk8,0.39,0.85
Fam172a,-0.15,0.952
Klf7,-0.19,0.943
Pon2,0.31,0.829
Clcn7,-0.061,0.989
Mrps17,-0.34,0.851
Rab7,0.28,0.804
Mapkap1,-0.21,0.932
Safb,0.21,0.933
Mrpl54,0.24,0.934
Acp6,-0.14,0.956
Mrpl36,-0.27,0.886
Tesk1,0.029,0.993
Erp44,0.3,0.827
Nras,0.077,0.986
Zfp655,-0.19,0.935
Minpp1,0.16,0.943
Rab3gap1,-0.14,0.962
Coq10b,-0.26,0.878
Mrpl3,-0.16,0.949
Itgb2,0.33,0.758
Map7d1,-0.24,0.93
Usp15,-0.27,0.879
Mrps34,0.3,0.895
Fbxw2,0.13,0.964
Exosc8,0.34,0.837
Sec24c,0.19,0.948
Trib1,0.28,0.895
Srsf6,-0.31,0.816
RP23-406N5.7,-0.33,0.886
Por,-0.25,0.905
Gpr155,-0.27,0.853
Ict1,-0.068,0.987
Zfpl1,-0.21,0.923
Cds1,4.2e-4,1
Vwa5a,0.32,0.831
Ddost,0.3,0.747
Tlr1,-0.043,0.99
Nrd1,0.045,0.99
AC160535.1,-0.36,0.805
Slc25a39,-0.28,0.864
Npepl1,-0.17,0.943
Sacm1l,-0.26,0.873
Eif2ak1,-0.19,0.939
Slc38a1,-0.089,0.985
Cdc40,0.26,0.927
Farsb,0.15,0.957
Emc6,-0.31,0.853
Srek1,0.34,0.855
Snrpd3,-0.023,0.993
Atf7ip,-0.024,0.994
Zfp639,-0.098,0.987
Dnaja3,-0.19,0.938
Dlgap4,0.28,0.84
Tbcc,0.11,0.97
Laptm4b,0.24,0.894
Tgfa,0.17,0.948
Mrpl51,0.22,0.93
Junb,0.46,0.674
RP23-311G7.1,-0.23,0.93
Armc1,0.22,0.93
Lap3,-0.31,0.816
Ier3ip1,0.33,0.803
Larp4,-0.037,0.99
Ing1,-0.13,0.956
Nudcd3,-0.34,0.87
Zmynd8,0.037,0.99
Adrm1,-0.29,0.838
Rnf135,0.08,0.986
Zfp260,-0.18,0.949
Eif4e,-0.27,0.872
Pum3,-0.065,0.987
Tsc22d3,-0.67,0.736
Zmat5,-0.15,0.948
Nans,0.12,0.965
H2-DMb1,0.29,0.805
Sar1a,-0.33,0.841
Rgs2,-0.29,0.686
Tmem106a,-0.2,0.943
Adcy7,0.19,0.938
Cyhr1,-0.19,0.943
Smad1,-0.31,0.839
Mif4gd,0.053,0.988
Brd3,0.16,0.944
R3hdm1,0.15,0.952
Fam104a,-0.23,0.887
Ndufb8,0.29,0.809
Ash1l,-0.31,0.893
Pfdn4,0.057,0.988
Baz2b,-0.14,0.96
Rtf1,0.29,0.87
Lefty1,-0.045,0.99
Cdca4,-0.19,0.967
Phyh,-0.26,0.895
Parp1,-0.21,0.93
Rbm6,0.002,0.999
H1f0,-0.55,0.849
Ppp2r5c,0.23,0.903
Zmpste24,-0.14,0.959
Smarca4,0.11,0.979
Rab21,-0.2,0.93
Phc2,-0.36,0.863
Dpy19l4,-0.077,0.987
Slc10a3,-0.17,0.959
Errfi1,0.18,0.94
Alg9,-0.039,0.99
Sec11a,-0.33,0.799
Enoph1,-0.15,0.948
Rptor,-0.23,0.935
Comt,-0.27,0.734
Txndc15,0.27,0.815
Med11,-0.24,0.886
Atad3a,0.17,0.958
Coq5,0.008,0.998
Zmym5,0.035,0.99
Ifitm3,-0.49,0.939
Vma21,0.22,0.914
Fam168b,-0.17,0.959
Scarb2,0.3,0.831
Prosc,0.2,0.933
Pla2g12a,0.063,0.987
Eloa,-0.31,0.831
Brms1,-0.096,0.977
Tbcb,-0.3,0.816
Atp6ap2,-0.3,0.761
Sil1,-0.027,0.993
Fam174a,0.31,0.842
Rbm18,-0.24,0.924
Ap1m1,-0.2,0.93
Ostm1,-0.23,0.925
Zmat2,-0.005,0.999
Baz1a,-0.34,0.869
Txndc17,0.32,0.836
Tcirg1,0.3,0.829
Syncrip,0.056,0.987
Trappc4,-0.33,0.839
Tra2a,0.22,0.93
Hprt,0.35,0.779
Arl8a,-0.28,0.847
Vps37a,-0.0025,0.999
Ctps2,-0.26,0.87
Asxl2,0.078,0.987
Klhl7,-0.24,0.909
Pigx,-0.23,0.897
Cirbp,0.32,0.856
Prcp,-0.24,0.895
Cask,-0.27,0.896
Itsn2,-0.28,0.87
Gnb2,0.26,0.86
Tusc2,-0.25,0.914
Aprt,0.23,0.928
Slmap,-0.34,0.853
St6galnac4,-0.29,0.829
Ccdc107,0.24,0.884
Cd2ap,-0.057,0.988
Arfgap2,-0.26,0.877
Camk2d,-0.28,0.816
Atad1,-0.26,0.897
Tada1,-0.27,0.915
Ppp1r12a,0.067,0.987
Lactb,-0.28,0.84
Tmbim4,0.31,0.795
Cul2,0.095,0.977
Atxn7l3b,-0.32,0.805
Abracl,-0.32,0.857
Mad2l2,-0.14,0.948
Chmp2b,-0.27,0.89
Isoc1,0.17,0.946
Cklf,-0.31,0.816
Sbno1,0.26,0.902
Mrpl48,0.24,0.905
Dnpep,0.24,0.917
Csde1,0.31,0.86
Akt1,0.21,0.914
Zfp292,0.23,0.931
Slamf6,-0.26,0.91
l7Rn6,0.062,0.987
Aldh3a2,-0.2,0.943
Knop1,-0.23,0.896
Snrpd1,-0.17,0.954
Mettl9,0.14,0.954
Gart,-0.042,0.99
Anapc10,-0.25,0.915
Rbm27,-0.18,0.936
RP24-68H1.1,0.26,0.852
Plod3,-0.16,0.946
Bcap29,-0.34,0.826
Rnf19b,0.22,0.923
R3hdm4,0.059,0.987
Zzz3,0.073,0.987
Exosc1,0.12,0.959
Cdc26,-0.14,0.948
Rb1cc1,0.18,0.938
Abhd16a,-0.34,0.841
Ttc4,-0.056,0.989
Tmem261,0.16,0.939
Cers5,-0.11,0.967
Ddx6,0.2,0.931
Alg14,-0.035,0.99
Cnot6l,0.092,0.982
Dctn2,-0.3,0.85
Pex19,0.061,0.987
Cdc5l,0.25,0.883
Nsmce3,-0.13,0.962
Inpp4b,-0.19,0.948
Ap3b1,0.24,0.894
Ehd4,-0.32,0.817
Ric8,-0.11,0.973
Cbx4,0.14,0.959
Mbtps1,0.22,0.917
Nmd3,0.087,0.98
Trmt112,0.24,0.874
Bsg,0.25,0.755
Thap3,0.27,0.874
Fkbp7,-0.17,0.948
Atg3,0.32,0.821
Atp6v1c1,0.29,0.767
Metap2,0.28,0.807
Sf3b3,-0.21,0.93
Vps4a,-0.013,0.997
Atp8a2,-0.24,0.924
Ntpcr,-0.29,0.776
Tbc1d17,-0.054,0.987
Sf1,-0.23,0.899
Mrpl18,0.24,0.924
Bco2,0.2,0.932
Pmpcb,0.035,0.99
Bloc1s4,0.11,0.968
Rabep1,0.26,0.898
Vdac1,0.17,0.935
Ddx46,0.1,0.982
Uba3,0.17,0.95
P4ha1,-0.28,0.792
Htra2,-0.27,0.847
Rfc2,0.23,0.893
Ergic1,0.086,0.977
Micu1,0.071,0.987
Tnfrsf17,0.092,0.986
Arhgef1,-0.22,0.917
Stag2,0.24,0.91
Arpc1a,-0.17,0.954
Fcho2,0.29,0.841
Eif1b,0.28,0.829
Nsun6,-0.27,0.893
Snrpf,0.19,0.928
Actr3,-0.28,0.814
Apex1,-0.37,0.84
Yipf4,-0.3,0.856
Ndufa6,0.3,0.839
Btbd9,0.28,0.87
Prkacb,-0.0065,0.999
Cspp1,0.11,0.973
Rap2a,0.27,0.877
Ntan1,-0.2,0.932
Sel1l,0.27,0.887
Sin3b,0.27,0.855
Rxrb,-0.088,0.98
Mzt1,0.09,0.977
Tmem230,-0.21,0.903
Fcrl1,-0.67,0.853
Cept1,-0.29,0.832
Tbpl1,0.31,0.841
Eny2,-0.18,0.943
Txnl4a,-0.063,0.987
BC003965,0.15,0.948
RP23-180L12.1,0.016,0.996
Tbc1d5,-0.17,0.942
Sft2d1,-0.27,0.774
Smarcb1,-0.14,0.956
Ppp2r1a,-0.14,0.944
Kpna1,0.19,0.919
Gtf2e2,-0.099,0.977
Nop58,-0.014,0.997
Tpp1,-0.27,0.749
Ctsc,-0.35,0.718
Ahcyl1,0.051,0.99
Coro1c,0.051,0.987
Cyfip1,-0.23,0.739
Mlec,0.23,0.919
Sgcb,0.08,0.986
Prpf31,-0.068,0.987
Samhd1,-0.12,0.96
Mrpl2,-0.099,0.973
Ap3m1,0.11,0.967
Ddx42,-0.16,0.937
RP23-153M14.8,0.031,0.993
Katna1,0.078,0.985
Mgat4b,-0.012,0.997
Pih1d1,0.1,0.968
RP24-269A16.1,0.078,0.988
Gpat4,-0.13,0.96
Rnf220,0.19,0.928
Golph3,0.049,0.989
Dedd,-0.18,0.943
Klhdc8b,0.16,0.956
Hdhd2,-0.16,0.956
Ube2j2,-0.17,0.939
Poldip2,-0.21,0.925
Btbd1,0.083,0.98
Gmpr,0.27,0.878
Srek1ip1,-0.13,0.959
Mycbp2,0.34,0.832
Uqcrfs1,-0.32,0.841
Cnpy3,-0.3,0.829
Mpc2,-0.27,0.864
Letm1,0.042,0.99
Tmem64,0.057,0.988
Snx29,0.24,0.918
Fech,0.28,0.886
Gps2,-0.15,0.944
Fbl,-0.0066,0.998
Nr4a1,0.57,0.82
Tmed9,0.28,0.803
Mrps21,-0.11,0.968
Rabgap1,-0.062,0.987
Plk3,0.38,0.844
Trim8,-0.31,0.839
Tnfaip8,-0.27,0.84
Cox6c,0.26,0.881
Tiprl,-0.24,0.879
Adi1,0.18,0.931
Ogdh,0.17,0.938
Ifi30,0.24,0.919
Crls1,0.072,0.987
Mrps7,-0.16,0.942
Srrd,-0.2,0.917
Fkbp15,-0.19,0.921
Hdlbp,-0.1,0.97
Srrm1,0.28,0.832
Fam192a,-0.23,0.895
Akap8,-0.24,0.907
P3h2,-0.28,0.902
Tigd2,-0.21,0.928
Eif4h,-0.26,0.812
H2afv,-0.28,0.864
Elp2,-0.085,0.984
Hgsnat,-0.085,0.986
Cisd1,-0.022,0.993
Nde1,0.22,0.924
Pnrc2,-0.28,0.84
Adrbk1,-0.24,0.896
Mob4,-0.31,0.853
Mrpl20,0.23,0.906
Fam53b,0.078,0.987
Mysm1,-0.024,0.993
Stxbp2,0.15,0.948
Bin1,-0.27,0.751
Zfp277,0.042,0.99
Ost4,0.27,0.84
Tmem214,-0.068,0.987
Plxna4os1,0.21,0.93
Dynll1,0.29,0.816
Dnm1l,0.13,0.95
Rapgef5,-0.25,0.885
Irak1,-0.19,0.917
Maf1,-0.26,0.807
Specc1,-0.22,0.891
Vrk2,-0.22,0.891
Tor2a,-0.21,0.883
Ormdl1,0.034,0.99
Pdcd6,0.36,0.863
AC119897.1,0.23,0.895
Psap,0.28,0.816
Cct5,0.25,0.832
Vrk3,-0.13,0.959
Mesdc2,-0.21,0.919
Dnajc7,0.018,0.994
Tsc22d4,-0.24,0.804
Smad2,0.21,0.917
Ormdl2,0.31,0.84
Smim20,0.13,0.959
Fam111a,0.034,0.99
RP23-438P19.2,-0.076,0.986
Actr1b,-0.14,0.959
Tmem70,-0.24,0.92
Rnf146,0.15,0.948
Cpne3,-0.016,0.995
Pak1ip1,0.092,0.979
Hspa14,-0.036,0.99
Cops4,0.27,0.812
Mapk3,-0.068,0.983
Sdccag3,-0.28,0.863
Igsf6,-0.18,0.924
Aurkaip1,-0.24,0.894
Hspa4,0.16,0.94
Gskip,0.13,0.965
Pea15a,0.29,0.812
Celf1,0.26,0.895
Ostc,-0.31,0.836
Surf2,0.17,0.938
Cyth2,-0.084,0.982
Gm2a,0.36,0.814
Dnajc15,0.19,0.936
Tnrc6a,-0.16,0.955
Alg1,0.1,0.965
Mfap1b,0.11,0.965
Trim30a,-0.2,0.945
Vps50,-0.09,0.982
Stag1,0.056,0.987
Mbd3,0.25,0.893
Tcp1,-0.21,0.899
Dctpp1,-0.068,0.986
Zfp36l2,0.027,0.99
S100a13,-0.1,0.968
Ssrp1,0.16,0.936
Pik3cd,0.083,0.984
Txndc9,0.23,0.882
Tmed4,-0.26,0.849
Zc3h13,0.12,0.965
Eif4a3,-0.24,0.844
Rab31,-0.26,0.888
Tfpi,-0.2,0.923
Snx18,0.37,0.847
Lxn,-0.025,0.992
Pbrm1,-0.26,0.856
Mia3,-0.17,0.938
Med30,-0.16,0.943
Cnpy2,0.3,0.806
Hps4,-0.26,0.829
Uqcc3,0.12,0.964
Rbm22,0.16,0.934
Rubcnl,-0.18,0.942
Cops3,-0.17,0.93
Atp13a1,0.11,0.973
Pi4k2a,-0.22,0.918
Timm17b,-0.067,0.986
Zc3h15,0.12,0.959
Hdac2,0.21,0.899
Prpf39,-0.22,0.924
Stx2,0.0043,0.999
Zmynd11,0.036,0.99
Plekhb2,-0.13,0.955
Ugp2,0.028,0.991
Mettl23,-0.18,0.927
Fndc3a,0.11,0.96
Chmp6,0.17,0.935
Impact,-0.16,0.938
Pigp,0.15,0.944
Pbxip1,0.18,0.948
Cwc15,0.27,0.849
Pttg1,-0.26,0.938
Matk,-0.071,0.986
Kdm1a,-0.11,0.966
Vav1,-0.28,0.814
Krcc1,-0.25,0.85
Cct2,0.12,0.957
Tmem234,0.23,0.817
Vgll4,-0.26,0.879
Washc2,-0.18,0.934
Snx5,0.26,0.767
Mrps12,0.041,0.989
Mgat4a,-0.1,0.977
Ufl1,0.13,0.954
Higd2a,0.28,0.878
Psmd10,0.15,0.951
Tmem126a,-0.14,0.948
Cited2,-0.41,0.831
Zfp207,0.23,0.858
Aig1,0.1,0.973
Clpp,-0.12,0.96
Ndufv2,0.3,0.823
Cwf19l2,0.082,0.981
Phax,0.041,0.99
Prex1,0.28,0.885
RP23-22A15.2,0.19,0.931
Cyb561d2,-0.16,0.943
Dnajc1,0.14,0.954
Arhgap31,0.022,0.992
Rit1,0.033,0.99
Senp2,-0.13,0.948
Cntrl,0.17,0.941
Tmem50b,-0.27,0.819
Glt8d1,0.11,0.959
Tsn,0.23,0.833
Mat2b,-0.31,0.832
Akirin2,-0.27,0.829
Rnmt,-0.048,0.988
Atp6v0a2,-0.24,0.879
Mrpl57,0.13,0.956
Cpsf6,0.084,0.977
Nsmce1,0.22,0.917
Spi1,0.25,0.814
Neu1,0.15,0.948
Rdh14,-0.23,0.914
Tex264,-0.13,0.954
AC092855.1,0.23,0.886
Sap18,0.12,0.953
Setd3,-0.03,0.99
Mrpl41,0.21,0.924
Smim3,-0.084,0.977
Ufd1l,0.18,0.93
Agfg1,-0.0061,0.998
Mogs,-0.16,0.952
Hbp1,-0.32,0.82
P2ry6,0.24,0.884
Arf5,0.059,0.986
Strap,0.11,0.96
Apoa1bp,0.27,0.837
arsb,0.26,0.842
Ccnd3,0.053,0.988
Ccl7,-0.33,0.987
Hspb3,0.18,0.943
Nifk,0.0023,0.999
Tlr13,-0.25,0.867
Rab14,-0.24,0.767
Rpf1,-0.093,0.968
RP23-349B15.4,-0.33,0.841
Ube2w,-0.18,0.943
Psmc6,0.23,0.9
Retreg1,0.23,0.904
Dnaja2,0.26,0.874
Ube2q1,-0.02,0.992
Pdcd10,-0.17,0.93
Asb2,0.12,0.959
Ptbp3,0.18,0.938
Rae1,-0.0019,0.999
Ube2e1,-0.17,0.928
Mrps18c,0.12,0.966
Dynlrb1,0.28,0.792
Ilf2,0.02,0.993
Yars,0.021,0.993
RP24-213G21.1,-0.26,0.849
Exoc3,0.21,0.923
Vps37b,-0.22,0.903
Kctd12,0.57,0.787
Spg21,0.27,0.868
Gng2,0.27,0.879
Dnajc3,0.26,0.841
Glrx5,0.21,0.917
Eif3l,-0.16,0.94
Cabin1,0.18,0.919
RP23-437A9.3,-0.22,0.903
Aup1,-0.26,0.844
Phb2,0.18,0.917
Edem1,0.26,0.819
Ppp2r2a,-0.13,0.953
Klf10,0.23,0.903
Dnajc24,0.0028,0.999
Trip11,0.069,0.986
Wdr43,0.084,0.977
N4bp2l2,-0.14,0.948
Rgl2,0.14,0.948
Ifi35,0.23,0.874
Arhgap30,-0.01,0.998
Rps4l,0.037,0.99
Efcab14,-0.039,0.99
Fopnl,-0.012,0.997
Ptpre,0.29,0.82
Mphosph8,0.17,0.944
Ifnar2,0.23,0.9
Hcls1,1.4e-4,1
Kpna3,-0.19,0.923
Sltm,0.14,0.944
Sqstm1,0.3,0.796
Stat3,0.17,0.93
C1galt1c1,0.012,0.997
Ankle2,-0.062,0.987
Wdr26,-0.035,0.99
Scp2,0.073,0.982
Txnip,-0.29,0.745
Pkn1,0.11,0.963
Rbfa,0.03,0.99
Tob2,0.23,0.902
Usp16,0.055,0.989
Pafah1b1,-0.038,0.99
Itfg1,0.28,0.864
Ncstn,-0.3,0.841
Eed,0.22,0.904
Zfhx3,0.31,0.864
Psmd7,-0.24,0.869
Pnpla7,-0.16,0.936
Dctn6,-0.07,0.986
Clint1,-0.21,0.881
Lasp1,-0.13,0.959
Arhgap17,0.17,0.924
Actb,0.29,0.685
Paxbp1,0.084,0.98
Sptlc2,0.2,0.887
Ankrd11,0.26,0.877
RP23-192P17.3,-0.2,0.93
Cebpg,0.24,0.82
Rps27l,0.29,0.841
F11r,-0.27,0.797
Ndufa8,0.26,0.84
Ldb1,0.022,0.993
Stub1,0.18,0.93
Yipf3,0.034,0.99
Dscr3,-0.048,0.988
Pecr,0.063,0.987
Bin2,-0.29,0.769
Ak1,-0.062,0.987
Capn3,-0.11,0.953
Ap2m1,-0.0092,0.997
Cd180,-0.0082,0.998
Tomm7,0.18,0.935
Abcc3,-0.25,0.926
Hspd1,0.08,0.976
Mfsd5,0.23,0.864
Kmt2e,0.27,0.831
Sde2,-0.071,0.985
Ddx47,0.078,0.977
Ppp1r18,-0.22,0.829
Ccdc47,-0.23,0.895
Rnpep,0.24,0.871
Ubn1,0.11,0.977
Rasa3,-0.091,0.977
Ppp4r3b,-0.093,0.973
Eif2s2,0.23,0.864
Ccdc50,0.18,0.926
Polr3k,-0.05,0.987
Prkcb,-0.22,0.903
Rcsd1,-0.24,0.85
Wdr61,-0.19,0.907
Hnrnpu,-0.28,0.812
Dcxr,0.046,0.987
Stx7,0.26,0.792
Zwint,-0.19,0.921
Utp3,-0.14,0.943
Emp3,0.17,0.956
Mtus1,-0.28,0.812
Psmb2,0.31,0.788
Atp6v1h,-0.12,0.959
Srd5a3,0.0037,0.999
Matr3,-0.19,0.911
Tango2,0.072,0.986
Id2,0.55,0.795
Tmem167,0.26,0.887
Zfp120,0.13,0.959
Scfd1,-0.23,0.896
Yipf5,0.12,0.945
Tma7,0.22,0.895
Cops8,-0.22,0.917
Slfn2,0.0017,1
Il4ra,0.026,0.993
Tmx4,-0.29,0.872
Stau1,-0.16,0.928
Fbxo6,0.13,0.943
Ndufa10,0.18,0.927
Atp6v0d1,0.16,0.928
Lpin2,9.8e-4,1
Ncor1,0.25,0.822
Swt1,-0.079,0.985
Spry1,-0.012,0.998
Smim15,0.16,0.948
Prdx2,0.21,0.893
Cdc37,0.088,0.965
Dnajc5,-0.043,0.99
Sh3bp1,0.068,0.986
Alas1,-0.23,0.881
Fam3a,-0.072,0.982
Carkd,0.18,0.93
Dirc2,-0.036,0.99
Bmyc,0.22,0.832
Uchl3,0.15,0.953
Taf10,0.12,0.95
Esf1,0.0096,0.997
Man1c1,-0.26,0.934
AC121113.1,0.11,0.964
Gars,-0.0017,0.999
Mob3c,-0.19,0.923
Plxnb2,0.052,0.988
Prpf40a,0.25,0.851
Dpm2,0.042,0.99
Grina,0.045,0.987
Foxn3,-0.24,0.853
Mef2c,0.25,0.762
Letmd1,-0.17,0.948
RP23-233B6.2,-0.2,0.909
Ythdf2,-0.25,0.851
Isca2,-0.18,0.925
Pde4b,0.18,0.943
Atp6v1a,-0.023,0.993
Cnot4,0.26,0.86
Rnf11,-0.12,0.947
Snapc5,-0.2,0.924
RP23-29H5.3,0.092,0.959
Pycard,0.27,0.766
Rbm17,-0.083,0.977
Gpaa1,0.15,0.939
Gadd45gip1,-0.068,0.986
Mtch1,0.14,0.932
Faap20,-0.13,0.963
Ankrd12,-0.026,0.99
Srsf11,0.24,0.832
Elavl1,-0.21,0.841
Cul3,0.1,0.968
Cox5a,0.28,0.839
Klhdc2,-0.043,0.988
Arhgap12,-0.2,0.922
Hpgd,0.32,0.779
Atp8a1,-0.16,0.943
Sec63,-0.045,0.987
Exosc7,-0.086,0.981
Pdia6,-0.29,0.778
Gpr108,-0.19,0.897
Isyna1,0.16,0.938
Preb,-0.08,0.977
Arf2,-0.14,0.944
Supt5,0.12,0.954
Tor3a,-0.21,0.903
Stoml2,0.16,0.932
Pnisr,-0.18,0.896
RP24-392J24.4,-0.072,0.98
Gmip,0.16,0.943
Dld,-0.1,0.959
Smap1,-0.18,0.924
Acbd3,-0.19,0.919
Ube2d3,-0.23,0.808
Smarca5,0.0091,0.998
Tle4,-0.14,0.943
Ddah2,-6.9e-4,1
Fam114a2,-0.22,0.889
Glud1,0.21,0.896
Dync1i2,0.17,0.931
Tmf1,0.15,0.934
Arhgap9,0.18,0.93
Trp53,-0.083,0.977
AC099860.1,-0.033,0.99
Hook3,-0.02,0.993
Apobec3,-0.044,0.987
Fam133b,0.04,0.99
Ccpg1,-0.036,0.99
Tnks2,-0.021,0.992
Cbx1,0.099,0.966
Cript,0.16,0.926
Psmd3,-0.0073,0.998
Ppp1r7,0.04,0.99
Cfh,0.26,0.776
Mia2,0.19,0.92
Wls,-0.2,0.865
Mtx2,-0.06,0.987
Mzt2,-0.21,0.896
Nme1,-0.14,0.944
Ppil2,-0.12,0.948
Cyp4f13,-0.042,0.987
Cisd2,0.2,0.913
Plgrkt,0.22,0.878
Uba2,0.044,0.987
Tnfaip1,-0.082,0.977
Gtf2b,-0.16,0.943
Ino80e,0.056,0.984
Nxt2,0.13,0.961
Dctn5,-0.23,0.84
Cpsf3,-0.2,0.88
Pmepa1,-0.41,0.806
Eprs,0.19,0.917
Pcmt1,-0.22,0.884
Arid5b,0.11,0.962
Plekhf2,0.24,0.906
Fam46a,0.068,0.986
Sumo1,-0.16,0.929
Tmem160,0.14,0.943
Eif3g,-0.24,0.85
Pdcd2l,0.12,0.956
Sec61b,-0.17,0.919
Tmem175,-0.12,0.959
Maged1,0.1,0.967
Rassf4,0.014,0.996
Gramd1a,0.18,0.93
Rab11b,0.078,0.967
