gene_name,logFC,adj.P.Val
Syap1,0.036,0.99
Zfp68,-0.32,0.834
Poglut1,0.19,0.937
Slc25a4,0.37,0.727
Gaa,0.35,0.799
Trmt10c,-0.012,0.996
Cyp4v3,-0.31,0.839
Adi1,0.31,0.855
Tor4a,-0.24,0.94
Mark3,-0.32,0.803
Irf8,0.29,0.664
Fbxl6,0.17,0.949
Aggf1,0.28,0.896
Rngtt,0.024,0.991
Stam2,0.0028,0.999
Trmt1l,-0.34,0.843
Fam98c,-0.05,0.986
Ciapin1,0.22,0.923
Iars,0.21,0.926
Zscan29,0.073,0.979
RP23-250A14.2,-0.055,0.983
Cops2,-0.23,0.923
Pmpcb,0.26,0.902
Atp6v0a1,-0.086,0.972
RP23-234K24.8,-0.35,0.855
Etfb,-0.051,0.983
Fance,-0.077,0.98
Narf,-0.36,0.858
Pex3,0.11,0.967
Gle1,-0.044,0.989
Slc22a17,-0.14,0.957
Dennd1c,-0.35,0.843
Sltm,-0.31,0.849
Mxd4,0.15,0.953
Ubald1,0.13,0.958
Arid5b,-0.36,0.823
Zcchc9,-0.11,0.969
Sf3b3,-0.33,0.859
Rtf1,-0.34,0.82
Anp32b,-0.23,0.917
Arsa,-0.042,0.987
Endod1,-0.22,0.928
RP23-89C10.1,-0.25,0.914
Ugp2,-0.31,0.87
Dyrk2,-0.22,0.943
Mrpl16,-0.2,0.943
Smim12,0.18,0.941
Med17,-0.06,0.982
Adam17,0.35,0.78
Rps26,0.32,0.854
Cfap97,0.19,0.949
Runx1,-0.39,0.831
Fam69a,0.17,0.949
Snx24,0.14,0.956
Tmem165,0.32,0.829
Trmt6,-0.073,0.981
Psmd14,-0.31,0.795
Ndufs4,0.34,0.85
Tcof1,-0.15,0.959
Rnf141,-0.16,0.945
Scyl1,-0.19,0.942
Tbc1d22a,-0.15,0.954
Ctsf,-0.38,0.704
Ddx52,-0.17,0.943
Foxred1,0.096,0.975
Bloc1s6,0.19,0.945
Bod1,0.15,0.951
Lsm6,-0.37,0.785
Ints11,0.21,0.932
Xab2,0.25,0.911
Nr2f6,0.12,0.96
Nudt16,0.0048,0.998
Mrpl48,-0.3,0.859
RP23-20K24.5,-0.12,0.96
Cand1,-0.21,0.941
Fam111a,-0.26,0.886
Frmd8,0.34,0.866
Casd1,0.16,0.942
Crls1,-0.31,0.866
Tigd2,0.33,0.85
Rab21,0.27,0.88
Chchd4,0.073,0.981
AC103620.4,0.22,0.911
Leprot,0.29,0.737
Uba7,-0.093,0.963
Psip1,-0.024,0.99
RP23-406N5.7,-0.39,0.833
Strn4,0.27,0.89
Vrk2,-0.29,0.832
Ict1,0.14,0.954
Uimc1,0.039,0.989
Npepl1,0.23,0.903
RP23-438P19.2,0.3,0.878
Mrpl49,-0.28,0.89
Pin1,0.3,0.843
Urod,-0.0035,0.999
Tmx2,0.31,0.825
Lsm3,0.15,0.945
Rap2a,-0.33,0.832
Fkbp8,-0.27,0.859
Nsmce2,-0.075,0.981
Slc46a3,0.37,0.747
Mad2l2,-0.22,0.908
Atp2a2,-0.25,0.895
Rlim,-0.25,0.918
Jtb,0.35,0.792
Ccng1,0.11,0.959
R3hdm4,-0.22,0.908
Gdap2,0.072,0.981
Mrpl10,-0.22,0.928
Hnrnpd,-0.24,0.907
Gnb2,-0.29,0.822
Kctd20,0.038,0.989
Ids,0.046,0.988
RP24-392J24.4,-0.3,0.85
Herc2,-0.37,0.796
Plekho1,-0.25,0.87
Cherp,-0.24,0.899
Asb8,0.022,0.992
Lsm4,0.31,0.839
Tmem184b,-0.066,0.981
Cltc,-0.39,0.729
Ier3,-0.46,0.736
Hibadh,0.34,0.843
Rnf215,-0.31,0.898
AC123684.1,0.26,0.883
Pibf1,0.032,0.99
Nhlrc3,-0.21,0.919
Prrc1,0.039,0.989
Egln2,-0.16,0.945
Fcrl1,-0.76,0.823
RP23-281H4.5,-0.14,0.956
Ldb1,-0.29,0.857
Eml4,0.33,0.859
Vps37a,0.19,0.936
Acsl1,0.12,0.964
Por,0.29,0.863
Ppp2r2d,-0.096,0.972
Tmem109,0.33,0.753
Wdr12,-0.19,0.941
Map1lc3b,0.29,0.737
Timm10b,-0.22,0.91
Exosc8,-0.36,0.806
Fbxl20,0.028,0.99
Immp1l,-0.22,0.925
Ptprc,0.3,0.687
Sirt2,0.3,0.756
Rtca,-0.098,0.975
Fam103a1,-0.14,0.947
Commd1,0.16,0.942
RP23-465M17.1,0.27,0.928
Esco1,-0.26,0.894
Ube2r2,-0.31,0.838
Vac14,0.17,0.943
Ccdc88a,0.074,0.977
Hjurp,-0.16,0.946
Cnrip1,-0.041,0.989
Mlycd,0.17,0.953
Sh2b3,-0.34,0.815
Slc30a6,0.053,0.986
Cwf19l2,0.3,0.869
Triap1,0.23,0.886
Sf3a3,0.32,0.843
Etnk1,-0.02,0.993
Hmg20a,-0.17,0.941
Taf6l,0.35,0.751
Adprhl2,0.19,0.936
Ahsa2,-0.25,0.921
Uqcrfs1,0.36,0.795
Flot1,0.33,0.808
Ncaph,-0.024,0.991
Etv5,0.19,0.945
Maged2,0.072,0.981
Magt1,-0.31,0.831
Mrpl15,-0.25,0.898
Dnajc11,0.075,0.977
Arpc3,0.1,0.962
Eif2ak1,-0.24,0.906
Rsf1,-0.25,0.907
Gpr107,-0.026,0.99
Mpi,-0.34,0.87
Plscr3,-0.27,0.85
RP24-262G23.6,0.34,0.797
Vrk3,0.29,0.881
Usp4,0.33,0.879
Lmf1,0.21,0.92
Abtb1,0.093,0.974
Pdia5,0.03,0.991
Mau2,0.22,0.922
Zfml,-0.28,0.865
Htra2,0.3,0.803
Wdr43,0.28,0.871
Agpat5,0.23,0.908
Daglb,0.31,0.685
Ankrd40,0.11,0.964
Pdha1,0.17,0.945
Retreg1,-0.33,0.832
Vcpip1,-0.09,0.972
Spint1,0.33,0.795
Slc39a11,-0.2,0.921
Ogfr,0.09,0.973
Ttc9c,0.12,0.955
Elp5,-0.15,0.951
Agfg1,-0.25,0.894
RP23-372O9.2,-0.15,0.945
Eif4ebp1,0.4,0.795
Rbm27,0.26,0.88
Cwc15,-0.33,0.792
Senp2,-0.27,0.859
Sfpq,-0.18,0.942
Nsmaf,0.012,0.994
Smchd1,-0.3,0.895
Amz1,0.039,0.989
Rfxap,-0.29,0.887
Stard7,0.15,0.947
Mtx1,0.15,0.951
Cux1,0.28,0.859
Anapc11,-0.32,0.832
Slc30a5,0.05,0.989
Narfl,-0.029,0.99
Erlin2,0.2,0.915
Rnf41,-0.065,0.981
Mpp6,0.28,0.883
Tesk1,0.19,0.945
Ndufaf3,0.21,0.929
Ybx1,0.27,0.78
Ezh1,0.098,0.968
Zfp451,-0.067,0.981
Sh3kbp1,0.3,0.808
Pycr2,0.27,0.867
Cdc42se1,-0.31,0.78
Zfp639,-0.19,0.95
Diablo,0.11,0.96
Eif1ax,-0.15,0.949
Zfp637,-0.24,0.908
Stk10,0.19,0.942
Pid1,0.37,0.83
Srp19,0.32,0.805
Arf5,0.23,0.878
Hectd1,0.23,0.945
Creb1,0.11,0.961
Ythdf2,-0.32,0.773
Parp9,-0.009,0.996
Ap2m1,0.25,0.871
Traf2,0.03,0.99
Kpna3,-0.29,0.843
Tm7sf3,0.19,0.938
RP23-81F19.2,0.21,0.927
Fam175b,0.28,0.849
Chn2,0.28,0.844
H13,0.36,0.796
Ppp2r1b,0.29,0.898
Ric8,-0.19,0.941
Alg14,0.15,0.945
Gpi1,-0.013,0.993
Srp14,0.31,0.757
Mrpl3,0.11,0.961
Wls,0.28,0.779
Txnl1,-0.3,0.832
Blvrb,-0.38,0.816
Dnajb9,0.24,0.859
Psmd5,0.29,0.866
Snf8,-0.076,0.975
Zmat2,0.13,0.954
Sec61b,0.28,0.823
Leprotl1,-0.3,0.832
Ccl12,0.79,0.681
Ndufaf7,0.25,0.902
Syncrip,-0.15,0.945
Cdk4,0.035,0.989
Morf4l1,-0.21,0.907
Tmem170b,0.15,0.944
Rnf146,0.27,0.873
Tagln2,0.34,0.815
Gatc,0.3,0.882
Tor1b,-0.15,0.949
Wbp11,-0.26,0.866
Alg1,0.22,0.897
Rrbp1,-0.4,0.709
Atp5d,0.29,0.778
Nelfcd,-0.12,0.958
Zfp800,-0.029,0.99
Naa60,0.24,0.897
Stt3b,-0.09,0.975
H2-Ob,0.28,0.859
Ercc5,-0.24,0.931
Cs,0.25,0.9
Supt4a,0.28,0.844
Gpatch8,-0.26,0.88
Nrbp1,-0.23,0.907
Tmem43,0.4,0.831
Golga4,0.1,0.969
Uap1,0.27,0.876
Eif3i,0.2,0.94
Psmc5,0.27,0.848
Sort1,-0.17,0.947
Rnf103,0.24,0.938
Baz2b,-0.15,0.948
Serpine1,-0.064,0.99
Nck1,-0.31,0.885
Irgm2,-0.027,0.99
Sgta,0.32,0.829
Ctns,-0.015,0.993
Arhgap12,-0.34,0.823
Mplkip,0.18,0.943
Nmd3,-0.16,0.944
Clcn7,0.11,0.972
Rnpepl1,0.17,0.945
Gpr160,-0.34,0.857
Ppid,-0.3,0.828
Mcmbp,0.05,0.984
Rapsn,-0.017,0.993
Arpc4,0.29,0.815
Dpy19l1,0.2,0.942
Cript,-0.27,0.83
Rnf180,-0.31,0.844
Nfic,-0.24,0.898
Cops3,-0.24,0.877
mt-Nd5,0.42,0.764
Bend6,0.22,0.923
Exosc4,-0.26,0.878
Trim26,0.23,0.912
Pnpla7,0.28,0.841
Rpl8,0.32,0.782
Hist3h2a,-0.21,0.925
Pole4,0.28,0.843
H2afy,0.28,0.792
Mphosph10,0.032,0.99
Mrpl51,0.19,0.936
Mrfap1,0.25,0.801
Cpne3,-0.17,0.941
Trappc6b,-0.091,0.966
Dcaf12,0.31,0.841
Tnfrsf11a,-0.19,0.941
Hdgf,0.33,0.838
Lbr,-0.3,0.89
Copa,-0.35,0.792
Zcrb1,0.32,0.815
Pgls,0.27,0.892
Zdhhc7,0.084,0.975
Atrx,-0.31,0.805
Ogt,-0.2,0.929
Washc2,-0.3,0.855
Traf3ip3,0.23,0.92
Nelfb,0.26,0.877
RP23-273D6.2,-0.0083,0.997
Hspd1,0.25,0.871
Mmadhc,-0.31,0.867
H2-Oa,0.31,0.87
Hgsnat,0.23,0.928
Sfr1,-0.29,0.764
Alkbh6,0.22,0.912
Lrrk1,-0.29,0.84
Iscu,0.28,0.762
Vps11,-0.13,0.955
Tbcb,0.3,0.785
Bcap31,0.31,0.703
Zmpste24,-0.022,0.992
Tmem8c,0.039,0.99
Actr1b,-0.26,0.898
Brox,0.039,0.988
RP23-311G7.1,-0.18,0.942
Ube2d1,0.22,0.919
Macf1,-0.41,0.768
Srsf10,0.31,0.822
RP23-281H4.3,0.0097,0.996
Tmpo,0.13,0.953
Dcaf8,-0.24,0.91
Add1,0.25,0.906
Glod4,0.28,0.881
Cetn3,-0.33,0.792
Mrpl43,0.27,0.862
P3h2,-0.34,0.854
Pon3,0.3,0.754
Zfp950,0.036,0.99
Ubac2,-0.28,0.871
Dctpp1,0.18,0.935
Sap18,0.21,0.895
Isoc1,0.21,0.924
Ncbp3,0.11,0.958
Polr2d,-0.094,0.969
Prkag1,0.13,0.954
Ccnh,0.22,0.925
Mfsd14b,0.25,0.867
Gltscr2,0.25,0.871
Lpcat1,0.17,0.942
Nop58,0.13,0.96
Phkg2,0.12,0.964
Pigk,-0.29,0.849
Rbbp9,0.18,0.943
RP24-64D24.4,-0.61,0.869
Mgat4b,0.16,0.942
Tor1a,-0.29,0.804
Anks3,-0.1,0.964
Rfk,-0.26,0.873
Ube2b,-0.29,0.772
Cept1,0.3,0.8
Srsf11,-0.29,0.761
Brd8,-0.028,0.99
Slc48a1,0.062,0.981
Rpl15,0.16,0.934
Lrrfip1,-0.24,0.87
Tmem55b,0.32,0.768
Dirc2,-0.34,0.861
Tomm70a,0.057,0.984
Pank2,-0.12,0.958
Sema4d,0.0041,0.998
Fbxl5,-0.23,0.925
Srek1ip1,0.19,0.929
Ndufa9,-0.32,0.779
Mrps10,0.016,0.993
Appbp2,-0.04,0.99
Zfp207,-0.27,0.807
Hps3,-0.29,0.866
Angel2,-0.25,0.875
Ecscr,-0.32,0.721
Btbd1,-0.17,0.937
Ppp1r11,0.27,0.879
Smim20,0.23,0.913
Klhl7,0.25,0.889
Cul2,0.026,0.99
Ubxn6,0.076,0.978
Senp6,-0.13,0.955
Pomgnt1,0.22,0.929
Slc10a3,-0.003,0.999
Rpain,0.32,0.862
Bcl7b,0.28,0.854
Farsb,-0.019,0.993
Nfkbib,0.14,0.945
Alox5ap,-0.32,0.72
Rasa4,-0.18,0.942
Rcor1,-0.037,0.989
Sf3b2,0.34,0.793
Rcn2,0.29,0.805
Eif3f,0.29,0.87
Tnfrsf17,-0.11,0.966
Ddx6,-0.18,0.936
Idh3a,-0.16,0.942
Tbk1,-0.22,0.898
Fip1l1,0.27,0.883
Fnta,0.29,0.828
Mir99ahg,-0.32,0.823
Nfu1,-0.23,0.833
l7Rn6,0.064,0.981
Rnf115,0.25,0.855
Mrps12,0.17,0.933
Exosc1,0.017,0.992
Fam168b,0.12,0.964
Hspa14,-0.15,0.942
Lta4h,-0.16,0.949
Fbl,-0.17,0.933
Ubl4a,0.19,0.928
Ilkap,-0.028,0.99
Frrs1,-0.21,0.904
Tomm20,0.094,0.964
Atad3a,0.2,0.942
Hars,0.067,0.981
Anxa7,-0.28,0.859
Rnf2,-0.24,0.865
Srp9,0.32,0.805
Cnot4,-0.32,0.796
Ap4s1,0.081,0.976
Trf,0.32,0.713
Mob3a,0.25,0.882
Lrrc41,0.13,0.957
Fbxw2,-0.11,0.96
C1galt1c1,0.22,0.903
Med31,-0.16,0.945
Nsmce3,-0.16,0.945
Atp6v0d1,0.24,0.859
Appl2,0.21,0.918
Srd5a3,0.24,0.889
Kdm1a,-0.22,0.911
Fer,-0.33,0.894
Rbm28,-0.042,0.986
Rnf216,-0.2,0.932
Zeb2,-0.3,0.783
Tpd52l2,0.29,0.82
Ccm2,0.16,0.94
Tnpo3,0.14,0.953
Efcab14,0.22,0.917
Vsir,-0.27,0.66
Phf10,0.077,0.976
Cd79b,0.0015,0.999
Fam53b,-0.25,0.913
Tmem214,0.25,0.908
Sesn1,-0.3,0.782
Cyb561d2,0.24,0.894
Hook3,-0.27,0.878
RP23-180L12.1,-0.13,0.954
RP24-251F16.4,-0.19,0.914
Polr2i,0.16,0.945
Pnn,-0.32,0.839
Pex7,-0.0027,0.999
Dnajc7,-0.19,0.92
Dctn2,0.29,0.841
Dedd,-0.21,0.929
Ddx42,-0.19,0.917
Elp2,-0.1,0.967
Mrpl35,-0.21,0.943
Tuba1a,-0.34,0.78
Zfp326,-0.17,0.942
Hdhd2,0.19,0.941
Ipo9,-0.022,0.991
Timm17a,0.25,0.882
Ormdl3,-0.046,0.989
Cct4,0.29,0.8
Ik,0.28,0.81
Glud1,-0.29,0.831
Tm9sf2,0.28,0.747
Zfp512,-0.081,0.968
RP24-221F4.2,-0.25,0.904
Neurl3,-0.33,0.854
Rpl22,-0.019,0.991
Slc12a2,-0.27,0.922
Rpl9,0.27,0.841
Elf1,-0.28,0.833
B4galt1,-0.3,0.877
Grpel1,0.23,0.864
Rps10,0.093,0.959
Ube2q2,-0.0042,0.998
Ap3m1,0.13,0.949
March2,0.22,0.918
Usp14,-0.2,0.917
Usp15,0.22,0.895
Cse1l,0.079,0.976
Reep5,0.18,0.923
Mettl9,0.1,0.96
Stag1,0.2,0.921
Trafd1,-0.27,0.861
Bola1,-0.21,0.925
Zfp622,0.017,0.993
Zfp277,0.15,0.946
Mysm1,-0.18,0.937
Igtp,-0.24,0.855
Cryba4,-0.24,0.882
Wapl,-0.23,0.925
Trnau1ap,-0.17,0.943
Mboat7,-0.22,0.897
Tnfsf13b,0.16,0.943
Zfx,0.059,0.981
Eif2b4,0.14,0.949
Lypla1,-0.23,0.913
Caprin1,-0.035,0.989
Osbpl2,0.08,0.976
Dnajc15,0.23,0.909
Ormdl1,-0.096,0.964
RP23-460F21.1,-0.16,0.945
Ubtf,-0.1,0.959
Atg12,0.15,0.948
Irf3,-0.2,0.914
Topors,-0.19,0.91
Calm3,0.19,0.929
Fus,-0.066,0.977
Eif5,0.26,0.757
Atp6v1d,0.28,0.793
Knop1,0.2,0.901
Ap3b1,0.23,0.882
Zfp62,-0.21,0.922
Vps50,-0.16,0.946
Psmd4,0.28,0.832
Bloc1s4,-0.047,0.984
Mrpl40,-0.12,0.957
Rabgap1,-0.1,0.955
Cib1,0.28,0.825
Gskip,0.19,0.937
Rexo4,-0.085,0.964
Tbc1d17,-0.062,0.98
Dpm2,0.21,0.92
Inip,0.18,0.928
Smarca4,-0.029,0.99
Clptm1l,0.29,0.796
Cyp4f13,-0.19,0.908
Tars,0.21,0.907
Nmt1,-0.25,0.8
Actl6a,0.082,0.97
Zcchc11,0.17,0.938
Itm2c,0.3,0.678
Tcerg1,-0.17,0.939
Letmd1,-0.29,0.9
Aldh3a2,-0.071,0.98
Actr10,0.12,0.948
Surf1,0.047,0.984
Gnl3,-0.25,0.866
Phax,-0.13,0.949
Ndufa3,0.33,0.765
Atp6ap2,0.29,0.749
Arid4a,0.29,0.823
Utp11,0.27,0.859
Psmd10,0.2,0.926
Kif5b,0.3,0.823
Gtf3a,0.12,0.96
Dync1li1,-0.017,0.993
Ech1,-0.25,0.799
Taok3,-0.092,0.966
Adap2,-0.34,0.828
Mrpl41,0.26,0.881
Fkbp7,0.028,0.99
Akap9,0.27,0.808
Apex1,0.34,0.843
Mapk3,0.068,0.973
Ddx50,0.2,0.913
Polr3k,0.17,0.924
Ralbp1,-0.27,0.808
Mrpl4,0.12,0.949
Stxbp2,0.15,0.942
Serbp1,0.26,0.823
Hcfc1r1,0.073,0.974
Wfdc17,0.73,0.914
Uba2,0.21,0.903
Gtf2a2,-0.26,0.831
Slc9a9,0.31,0.855
Ythdf3,-0.091,0.965
Usf1,0.15,0.942
Snta1,-0.16,0.941
Lmo2,0.24,0.743
Ntan1,0.13,0.949
Ddx46,0.12,0.959
Gem,-0.46,0.831
Nipbl,-0.26,0.895
Atxn10,0.26,0.859
Jkamp,0.26,0.849
Dnajc5,-0.19,0.929
Ift20,-0.27,0.854
Rab31,-0.27,0.866
Larp4b,0.019,0.993
Slc35a1,0.0012,0.999
Cnih4,0.28,0.793
Gpn1,0.11,0.959
Pak1ip1,0.042,0.988
Lsm8,-0.21,0.922
Ddrgk1,0.25,0.822
Spty2d1,0.22,0.888
RP23-285C18.2,0.021,0.993
Tmem219,0.24,0.859
Ssbp4,-0.062,0.976
Rnf220,-0.17,0.931
Ndufs3,-0.25,0.855
Mrpl34,-0.15,0.941
Trip11,-0.19,0.925
Mdp1,0.13,0.945
Dctn6,0.18,0.934
Oaz1,0.24,0.768
Ergic2,0.25,0.854
Gpr137b-ps,-0.16,0.941
Med7,-0.28,0.805
Serpinf1,-0.29,0.855
Cdc26,-0.037,0.987
Il18,-0.18,0.931
Agpat3,-0.032,0.989
Bnip3,0.24,0.881
Abcd3,-0.071,0.975
Numb,-0.26,0.808
Anapc2,0.0044,0.998
Prosc,-0.01,0.995
Papd4,0.033,0.99
Taf1d,-0.13,0.953
Stt3a,0.26,0.802
Mapkap1,-0.013,0.993
Tnrc6a,-0.18,0.942
Fopnl,0.14,0.952
Sla,-0.27,0.792
Rpl7a,0.24,0.893
Dctn4,-0.019,0.992
Klhdc2,0.17,0.934
Borcs7,-0.11,0.958
Dlst,0.013,0.993
Polr2f,0.055,0.979
Acly,0.29,0.855
Nfkbid,0.38,0.814
RP24-68G17.3,-0.048,0.984
Fbxl3,-0.13,0.945
Prpsap2,0.021,0.99
Faap20,-0.24,0.913
Prpf31,0.055,0.981
Gpr146,0.26,0.885
Laptm4b,0.16,0.929
Arpc5,0.27,0.742
Pcyox1,-0.17,0.943
Psmb4,0.26,0.823
Rps3a1,0.28,0.828
Phyh,0.16,0.941
Map7d1,-0.1,0.963
Ostm1,-0.067,0.979
Pex13,-0.0066,0.997
RP23-52N2.1,0.34,0.923
Dcaf17,-0.025,0.991
Cyp27a1,0.13,0.949
Rpl5,0.23,0.881
Parp1,-0.012,0.993
Surf2,0.18,0.925
Arpc5l,0.29,0.823
Ifnar1,0.037,0.987
RP23-349B15.4,-0.35,0.816
Sppl3,0.19,0.923
Eloc,-0.27,0.795
Tbrg1,0.11,0.954
Hmgn1,0.25,0.823
Rae1,-0.12,0.953
Pabpc1,-0.31,0.843
Pex11b,0.028,0.99
Yipf4,-0.27,0.862
Mea1,-0.093,0.963
Gfer,-0.034,0.988
RP23-222G22.7,-0.071,0.975
Unc50,-0.29,0.785
Rpf1,0.13,0.945
Ptpmt1,0.18,0.921
Erp44,0.24,0.85
Fam133b,-0.21,0.909
Ndufv2,0.3,0.799
Strn3,0.11,0.953
Ppp2r5c,0.11,0.952
Ten1,-0.056,0.984
Hsdl1,0.14,0.945
Raf1,0.19,0.913
Garnl3,0.047,0.984
Uba3,-0.0031,0.999
Irak2,-0.092,0.955
Nde1,0.13,0.954
Arfgap2,-0.21,0.895
Ensa,-0.1,0.954
Rps15,0.22,0.839
Rad23a,-0.011,0.995
Rit1,-0.061,0.981
Glg1,-0.25,0.925
Cln3,0.23,0.878
Impa1,-0.16,0.941
Phc2,-0.27,0.898
Cox7a2l,0.027,0.989
Ppp2r1a,-0.022,0.99
Mob2,-0.16,0.937
Lasp1,-0.16,0.942
Acaa1a,0.14,0.941
Ccdc47,-0.26,0.861
Cdc123,0.21,0.879
Acin1,-0.19,0.936
Ube2j2,0.038,0.987
Rp9,-0.17,0.941
Tnfaip8l2,-0.28,0.777
Tbc1d5,-0.026,0.99
Eif5a,0.24,0.843
Ldlrad4,-0.22,0.904
Alyref,-0.27,0.854
Ddx47,-0.15,0.929
Sap30,0.23,0.889
Ufc1,-0.018,0.992
Strap,0.13,0.943
Ms4a6c,-0.23,0.9
Dnm1l,-0.056,0.98
Pts,0.32,0.831
Mia3,0.15,0.942
Rbck1,0.097,0.955
Clint1,0.22,0.859
Eif3d,0.15,0.939
Rab28,-0.033,0.99
Ube2d2a,-0.012,0.993
Rasgef1b,-0.26,0.918
Pisd,0.23,0.894
Tmem258,0.27,0.808
Ilf2,-0.078,0.972
Lonp2,-0.13,0.946
Rnf139,-0.18,0.913
Gas6,0.26,0.864
Taf7,0.23,0.907
Rnf4,0.21,0.906
Tuba1b,-0.24,0.802
Rnf6,-0.09,0.97
Sf3b5,0.16,0.928
Gps2,0.024,0.99
Rdh14,0.23,0.894
Pafah1b1,-0.087,0.964
Rilpl1,0.22,0.878
Itpr2,0.22,0.887
Srpr,-0.098,0.958
Hsd17b12,-0.15,0.942
Mfap1b,-0.078,0.972
Rap1b,-0.23,0.697
Ccl9,0.43,0.81
Pigyl,-0.0077,0.996
Trim30a,-0.12,0.961
Yars,0.065,0.975
Atp6v1h,-0.17,0.94
Eny2,-0.025,0.99
Rab20,0.27,0.865
Rassf4,-0.19,0.925
Rnf13,0.31,0.753
Comtd1,-0.029,0.99
Arrdc3,-0.44,0.795
Ccdc59,-0.059,0.98
Cpsf6,-0.09,0.96
Mrps18c,0.12,0.954
Znrd1,-0.17,0.938
Stk17b,0.13,0.949
Sgpp1,0.041,0.989
Rala,0.29,0.843
Tagap,0.3,0.806
Mterf3,0.11,0.956
Coq10b,0.067,0.973
Spg20,0.087,0.971
Cdip1,0.079,0.973
Ywhaq,0.24,0.852
Rbfa,-0.049,0.981
Rabep1,-0.12,0.953
Colgalt1,0.14,0.941
Phf23,-0.05,0.981
Klk8,-0.26,0.903
Tmem168,-0.21,0.897
Fam195b,0.29,0.805
Fam3c,0.25,0.87
Cers2,0.27,0.805
Lin7c,-0.093,0.959
Seh1l,0.07,0.969
Zfyve21,0.22,0.911
Tusc2,-0.086,0.969
Krtcap2,0.28,0.807
Mrpl18,0.07,0.977
Tmem123,-0.23,0.877
Nudcd3,0.21,0.919
Tada1,-0.073,0.977
Plekha2,-0.072,0.973
Akirin1,0.17,0.895
Ube2j1,-0.25,0.846
Stub1,0.18,0.92
Vma21,0.057,0.977
Zfr,0.27,0.848
Pak2,-0.22,0.887
Rnf34,0.031,0.99
Papss1,0.26,0.843
Zbtb20,0.18,0.941
Nudt16l1,0.27,0.829
Tlr4,-0.054,0.981
Ppp1r14b,0.097,0.958
Pgrmc1,0.24,0.875
Ube2f,0.29,0.849
Glyr1,-0.18,0.929
Zc3h13,0.05,0.984
Oat,-0.16,0.94
Ywhaz,-0.24,0.785
Stard3nl,-0.29,0.823
Yipf5,-0.11,0.945
Pitpnb,-0.098,0.96
Fam3a,0.11,0.953
Vamp4,0.22,0.882
Prkcb,0.22,0.889
Dnase2a,-0.21,0.848
Phf20l1,0.17,0.928
St13,-0.22,0.854
Drg1,0.21,0.859
Cryzl1,-0.048,0.982
Irf5,-0.24,0.746
Lacc1,-0.23,0.886
Med11,0.094,0.955
Poldip2,0.061,0.979
Actn4,0.1,0.954
RP23-29H5.3,-0.12,0.942
Bre,0.091,0.957
Abcf1,-0.21,0.914
Ube2g2,-0.19,0.903
Rhoa,-0.23,0.855
Nipsnap3b,0.13,0.945
Rab3il1,-0.29,0.757
Tprgl,0.27,0.773
Exosc7,9.8e-4,0.999
Kpna1,-0.056,0.976
Sptssa,0.27,0.801
St3gal5,-0.18,0.908
Smarca5,-0.076,0.97
Glt8d1,0.019,0.99
Plek,-0.31,0.748
Rsl1d1,0.24,0.842
Polr1d,-0.19,0.922
Hspa9,0.22,0.882
Ppp2r2a,-0.081,0.967
Slc2a5,-0.27,0.722
Abcf3,0.13,0.945
Exoc5,0.014,0.993
Rab8a,-0.23,0.878
Tfpi,0.13,0.943
Ino80e,0.12,0.941
Gnpda2,0.19,0.911
Herpud2,-0.02,0.99
Uba5,-0.14,0.945
Rheb,0.22,0.854
Serinc3,-0.29,0.614
Rps7,0.095,0.952
Hnrnpm,0.18,0.877
Tnks2,-0.078,0.962
Eed,0.2,0.906
Fam174a,0.22,0.881
Igsf6,-0.044,0.981
Celf2,-0.24,0.803
Rexo2,0.19,0.888
Swt1,-0.14,0.949
Bcl2a1b,0.22,0.881
Rap1gds1,0.23,0.854
Calr,0.25,0.776
Cfdp1,0.023,0.99
Chchd3,-0.06,0.976
Paxbp1,-0.028,0.99
Qdpr,-0.31,0.911
N4bp2l1,-0.21,0.887
Phf14,-0.14,0.941
Tcp11l2,-0.25,0.923
AC121847.1,-0.18,0.92
Pdlim4,-0.23,0.889
Tpbgl,-0.07,0.977
Pnrc2,-0.23,0.855
Rtn1,-0.038,0.987
Glrx3,0.13,0.939
Zcchc7,0.13,0.945
Ankrd44,0.2,0.907
Tango2,-0.033,0.989
Fam104a,0.028,0.989
Creb3,-0.26,0.844
Mzt2,-0.21,0.882
Hagh,-0.16,0.933
Il1b,0.84,0.801
Lmbrd1,-0.19,0.888
Itfg1,-0.26,0.859
Arhgef1,0.014,0.993
Tmem135,0.2,0.867
Sarnp,0.15,0.942
Lman1,-0.2,0.855
Ormdl2,0.26,0.856
RP23-216P14.8,-0.13,0.942
Ccpg1,0.087,0.967
Cul1,0.26,0.806
Arrdc1,0.2,0.875
Chmp6,0.028,0.99
Ccz1,-0.19,0.91
Mphosph8,0.014,0.993
Slc7a8,-0.28,0.822
Morf4l2,0.17,0.917
AC163616.2,-0.19,0.889
Eif6,-0.18,0.907
Ndufs2,0.2,0.887
Cask,-0.069,0.975
Ipo11,0.13,0.945
Trim35,-0.097,0.96
Copb2,0.065,0.974
Ube2e1,0.11,0.949
RP23-79E13.7,-0.042,0.981
Prcp,0.028,0.989
Galnt12,-0.1,0.958
RP23-22A15.2,-0.074,0.972
Swap70,0.16,0.941
Kif1bp,0.0018,0.999
Dnajc1,-0.036,0.989
Prpf40a,-0.24,0.854
Mtx2,0.0087,0.996
