gene_name,logFC,adj.P.Val
Paics,0.27,0.618
Chid1,0.012,0.995
Ganc,0.13,0.928
Pik3cb,0.047,0.974
Erbb2ip,-0.25,0.825
Elof1,0.19,0.847
Xpnpep1,0.21,0.834
Prcp,0.26,0.684
Farsb,0.27,0.763
Cd86,0.24,0.478
Yars,0.26,0.687
Abhd15,-0.17,0.877
Rnf41,0.24,0.797
Trappc2,-0.1,0.932
Arpc2,0.2,0.45
Tbl1xr1,-0.16,0.9
Rgl1,0.02,0.989
Rffl,-0.11,0.923
Ctps2,-0.26,0.641
Aprt,0.29,0.727
Ap3d1,0.22,0.853
Ncaph,-0.25,0.79
Slc9a9,0.33,0.624
Ltbr,-0.21,0.871
Trmt2a,-0.27,0.609
Osgin2,-0.016,0.994
Dtx4,-0.19,0.845
Zc3hav1,-0.16,0.916
Eif2b4,0.28,0.709
Lifr,-0.11,0.938
Timm10b,0.24,0.766
Stam2,-0.18,0.867
Naa25,-0.13,0.919
Ebp,0.26,0.6
Arsk,-0.23,0.876
Ppm1g,0.14,0.904
Myo1b,-0.22,0.838
Pgm1,0.053,0.975
Isca1,0.18,0.835
Ccdc32,0.18,0.901
Polr2i,0.29,0.739
Wdr44,-0.11,0.919
Cx3cr1,-0.31,0.385
Cep63,0.11,0.932
Snx12,0.13,0.919
Cct8,0.26,0.546
RP24-88J19.1,0.3,0.645
Mdh2,0.27,0.534
Bop1,-0.12,0.922
Snx10,-0.28,0.607
Irgm1,0.25,0.768
Mbp,0.6,0.783
Ftsj1,-0.051,0.974
Ints10,0.14,0.91
Myg1,-0.24,0.823
Zfp106,0.14,0.9
Dmap1,0.079,0.951
Igbp1,0.17,0.867
Llph,-0.15,0.896
Slc10a3,0.31,0.773
Lrif1,0.19,0.875
Vps72,-0.21,0.787
Zdhhc7,-0.26,0.76
Arl1,-0.29,0.568
Dhps,-0.08,0.951
Trmt13,0.044,0.974
Slc30a9,0.29,0.774
Med17,-0.19,0.858
Crcp,0.12,0.929
Abcd2,0.31,0.624
Arrdc1,-0.25,0.597
Dmtf1,0.25,0.77
Ube2d-ps,-0.21,0.867
Abr,0.11,0.934
Cmc1,0.2,0.874
Me2,0.028,0.987
Rit1,0.29,0.724
Gabarapl1,-0.088,0.938
Ccdc88a,-0.22,0.802
Cyth1,-0.12,0.944
Trim30a,0.35,0.712
Bckdha,-0.19,0.831
Pdgfa,-0.15,0.948
Odf2,0.18,0.89
Sgpp1,-0.31,0.717
Ints14,0.12,0.923
Vac14,-0.24,0.79
Birc3,-0.22,0.842
Fam149b,0.023,0.99
Slc25a33,0.085,0.965
Ehmt1,-0.22,0.83
Klhl25,0.073,0.962
Ppan,0.081,0.961
Dnajc15,0.29,0.693
Rbbp6,-0.23,0.84
Stk17b,-0.28,0.695
Colgalt1,0.26,0.669
Lamtor5,0.28,0.57
Tmx3,-0.28,0.715
Akap10,-0.023,0.991
Cyp20a1,-0.058,0.969
Tnrc6a,0.32,0.726
Prmt3,-0.1,0.938
Pxmp4,-0.16,0.898
Mctp1,0.13,0.909
Ubr1,0.087,0.948
Cisd2,-0.28,0.609
Rubcnl,-0.29,0.697
Ank2,-0.12,0.903
Fpgs,0.068,0.96
Gadd45g,-0.48,0.586
Med15,-0.13,0.913
Zfp639,-0.31,0.797
Nudt4,-0.22,0.794
Hdac3,-0.18,0.867
Prpf6,0.048,0.974
Ube2l3,0.25,0.606
2700062C07Rik,6.4e-4,1
Tceal1,-0.03,0.986
Cfap97,0.24,0.84
Lamtor3,-0.25,0.645
Vamp5,0.19,0.875
Rab1b,0.27,0.639
Ifitm10,0.2,0.845
Knop1,0.24,0.706
Smn1,0.03,0.986
Exoc2,0.19,0.892
Larp4b,-0.27,0.764
Plek,-0.27,0.471
Psmg3,0.19,0.857
Slc52a2,0.017,0.994
Gripap1,0.028,0.984
Scap,-0.15,0.919
Pddc1,-0.003,1
Gak,-0.24,0.758
Exosc5,0.11,0.924
Tubgcp2,-0.26,0.824
Atat1,0.11,0.919
Fiz1,-0.2,0.866
Pcnp,-0.063,0.957
Dclre1c,-0.062,0.968
Tprkb,-0.23,0.856
Wdr26,-0.3,0.717
Rab28,-0.3,0.714
Timm9,0.12,0.923
Mrpl11,0.25,0.779
Sac3d1,0.13,0.922
mt-Nd5,0.34,0.539
Pak1,-0.26,0.679
Commd3,0.28,0.596
RP23-39I3.2,0.16,0.901
Lrch3,-0.0028,1
Ubfd1,-0.26,0.797
Ubl3,-0.24,0.509
Alkbh7,0.17,0.896
Aldh3a2,0.3,0.73
Yipf5,0.23,0.678
Mlx,0.098,0.924
Utp18,-0.2,0.832
Dexi,-0.18,0.872
Mphosph6,-0.16,0.89
Scaf11,-0.24,0.598
Tbc1d9b,-0.14,0.932
Trim44,-0.026,0.988
Slfn8,-0.15,0.896
Psmd1,0.27,0.63
Heatr6,0.11,0.93
Etv6,-0.015,0.994
Slc31a2,0.23,0.763
Crk,0.21,0.834
Chm,0.052,0.974
Mad2l2,0.23,0.758
Hmgn2,0.22,0.666
Fam207a,-0.16,0.897
Prkcsh,-0.16,0.876
Bin3,-0.31,0.764
Csk,-0.051,0.972
Ddx27,0.12,0.926
AC161342.2,0.12,0.937
Ppcdc,-0.23,0.511
Trpv2,0.25,0.726
Psmc5,0.25,0.663
Washc3,0.26,0.744
Ywhaq,0.25,0.599
Naa50,0.27,0.639
Utp4,0.16,0.9
Plekha3,-0.099,0.932
Arl4a,0.032,0.987
Kbtbd3,-0.0046,1
Rngtt,0.18,0.866
RP23-230C2.2,-0.067,0.966
Psme2b,0.072,0.951
Slc25a19,-0.14,0.904
Ufm1,-0.14,0.904
Ccdc186,0.097,0.946
Phb2,0.23,0.665
Cd3eap,-0.031,0.986
Trnt1,0.13,0.903
Pwp1,0.16,0.893
Zscan21,0.091,0.95
Zfyve16,0.13,0.914
Gnpat,-0.27,0.77
Rbmx,-0.12,0.916
Wrap73,-0.048,0.974
Ergic1,0.22,0.773
Cryl1,0.24,0.613
Ngrn,0.099,0.931
Fen1,0.13,0.929
Phgdh,0.25,0.67
Smg9,0.13,0.91
Angel2,-0.25,0.702
Zbtb8os,-0.075,0.951
Map3k2,-0.1,0.932
Fkbp7,0.27,0.762
Ankhd1,-0.081,0.95
Arf3,0.13,0.91
Lpar6,-0.24,0.512
Cox15,-0.16,0.889
Aldh9a1,-0.21,0.784
Tmem115,0.015,0.992
Ighd,-0.049,0.979
Ip6k1,0.017,0.993
Prps2,-0.17,0.889
Rpp14,-0.24,0.822
Cstf1,-0.028,0.985
Lactb2,-0.23,0.81
Ptdss2,0.062,0.965
Fgfr1op,0.28,0.758
Slc45a4,-0.0062,1
Rabep2,0.22,0.842
Gbp7,-0.35,0.723
Clk2,-0.17,0.872
Ndrg3,0.13,0.901
Adrb2,-0.24,0.459
Usp4,-0.3,0.735
Mrpl45,0.082,0.95
Nucks1,-0.13,0.919
Emc9,-0.13,0.923
Alox5,0.16,0.89
Pex19,-0.23,0.797
Pigv,0.22,0.847
Txndc5,0.24,0.722
Uba5,0.28,0.7
Tomm40,0.17,0.834
Ctsf,-0.28,0.523
Dusp6,-0.26,0.471
Fibp,0.22,0.732
Rab2b,-0.25,0.847
Atad2b,-0.13,0.914
Lxn,0.24,0.758
Lypla1,-0.27,0.73
Mtpn,0.26,0.591
Ep400,-0.0013,1
Tm9sf4,0.19,0.833
AC102096.1,0.17,0.88
Drg2,-0.18,0.851
Rnh1,0.25,0.594
Sgsm3,0.08,0.948
Pigk,-0.26,0.679
Crls1,-0.26,0.748
Ctnnbl1,-0.2,0.83
Tdp2,-0.21,0.843
Rft1,-0.011,0.996
Gpat4,-0.25,0.748
Washc2,-0.27,0.677
Actr1a,-0.24,0.753
Parp8,-0.13,0.897
Polr2c,0.27,0.706
Pias2,0.098,0.938
Clcn7,0.26,0.803
Map4k4,0.11,0.935
Kdm3a,-0.19,0.84
Ppil4,-0.26,0.693
Oat,-0.27,0.686
Gpx1,0.25,0.445
Tollip,-0.11,0.924
Tmed1,0.16,0.901
Rps6ka4,0.2,0.877
Isca2,0.26,0.678
Ceacam1,-0.23,0.84
Znrf1,-0.066,0.96
Batf3,-0.26,0.803
Rars,-0.22,0.822
Slc15a4,-0.27,0.64
Clptm1l,0.25,0.579
Ranbp9,-0.14,0.931
Hes6,-0.22,0.773
Sccpdh,0.075,0.96
Kars,0.028,0.986
Hat1,0.13,0.919
Snapin,0.3,0.584
Cdc40,-0.28,0.77
Nab1,-0.15,0.901
Ppp1r9a,0.16,0.887
Mrpl37,0.12,0.909
RP23-307M2.1,0.2,0.848
Mrpl2,-0.22,0.78
Tars,0.25,0.706
Gpr89,-0.093,0.944
Hras,0.11,0.916
Fam98c,0.13,0.904
Pim3,0.065,0.97
Snx24,0.19,0.864
Fam53a,0.21,0.837
Kctd5,0.17,0.89
Rsbn1,0.13,0.901
Tmem120a,-0.14,0.919
Srp72,0.21,0.784
Chmp5,0.29,0.663
Fbxo33,0.06,0.973
Lsm3,-0.2,0.801
Hdgfrp2,-0.13,0.917
Strada,-0.19,0.843
Atg4b,-0.021,0.988
Eea1,-0.031,0.986
Ccdc28b,0.034,0.983
Spsb1,-0.11,0.919
Mrpl20,0.25,0.701
Edc3,-0.067,0.961
Fbxl6,-0.19,0.852
Plekho1,-0.21,0.746
Ecd,-0.22,0.857
Zdhhc9,0.16,0.874
Tifab,-0.26,0.663
Kpnb1,0.01,0.997
Meaf6,-0.014,0.993
Acat1,0.21,0.703
Dnlz,-0.15,0.884
Sec22a,-0.057,0.98
Urod,-0.17,0.889
Naalad2,0.13,0.919
Rin2,0.24,0.547
Fopnl,-0.26,0.767
Slc12a9,-0.17,0.89
Rpp30,0.06,0.968
Uhrf2,-0.23,0.763
Serbp1,0.24,0.62
RP23-81C12.3,-0.58,0.591
Nsmaf,-0.17,0.861
Rps10,0.2,0.781
Suv420h1,0.14,0.92
Hmbs,0.028,0.985
Csnk1d,-0.27,0.639
Mrps7,0.22,0.758
Etfrf1,-0.15,0.897
Ppp5c,-0.098,0.919
Usp16,0.3,0.749
Fxr1,0.1,0.938
Stard3,-0.23,0.56
Eefsec,0.12,0.916
Casp6,-0.25,0.699
Tomm5,0.055,0.968
Nsmce3,-0.23,0.786
Lyrm2,-0.11,0.919
Metap1d,0.0062,1
Letmd1,-0.33,0.697
Mrpl39,0.17,0.871
Rcan1,0.62,0.646
Mob3a,-0.25,0.71
Rexo2,0.24,0.644
Ap2a2,0.16,0.88
Golga1,0.069,0.96
Galnt12,-0.26,0.724
Mettl6,0.048,0.968
Mcee,-0.048,0.976
Acad8,-0.16,0.89
Mitd1,-0.054,0.97
Fkbp9,0.13,0.914
Mampt,-0.061,0.965
Cyb5d2,0.011,0.996
Tmem185b,-0.24,0.759
Jmjd8,0.026,0.986
Lyar,0.17,0.878
Slc35b4,0.055,0.97
Ormdl3,-0.27,0.797
H13,0.28,0.629
Ankrd40,-0.17,0.863
Ebi3,-0.22,0.706
Cap1,-0.17,0.946
Snapc1,0.08,0.951
RP23-438P19.2,0.23,0.788
Sf3b4,-0.099,0.927
Cyp27a1,-0.23,0.763
Wdr77,-0.21,0.804
Zfp950,0.21,0.86
Xlr,0.15,0.872
Pvrl2,-0.056,0.969
Txndc15,0.21,0.598
Zfp68,-0.24,0.706
Gna15,-0.2,0.539
Pqlc2,-0.035,0.983
Ptpn2,-0.21,0.787
Pura,-0.13,0.919
Wbp1l,-0.028,0.986
Tnrc6b,-0.29,0.657
Ctdspl2,-0.13,0.91
Ino80c,0.16,0.875
Capza1,-0.055,0.961
Brcc3,-0.15,0.898
Golga5,0.2,0.853
Polr2h,0.13,0.919
Gigyf2,-0.11,0.926
Mrpl38,0.2,0.828
Pnpo,-0.13,0.909
Ppp1r12a,-0.2,0.85
Otulin,-0.28,0.631
Slc11a2,-0.084,0.941
Ctns,-0.14,0.879
Cdc26,-0.2,0.777
Ide,0.068,0.959
Dcaf17,0.24,0.801
Nkap,0.16,0.882
Elf2,0.094,0.941
Cep192,-0.15,0.893
Suds3,0.12,0.919
Rnase6,0.0014,1
Smim20,0.23,0.774
Pias1,-0.22,0.655
Tnfrsf1a,0.23,0.65
Vta1,-0.27,0.636
Tmem43,-0.32,0.684
Cd209f,0.74,0.869
Tmem129,-0.18,0.872
Snx6,-0.21,0.543
Lrrk1,-0.24,0.685
Frmd4b,-0.27,0.636
Tbc1d8,0.063,0.961
Ccdc174,0.13,0.905
Mdm4,0.14,0.896
Tmem87b,-0.19,0.837
Set,-0.2,0.781
Glul,-0.23,0.514
Atg12,-0.24,0.778
Dab2,0.61,0.772
Rab12,-0.2,0.847
Tnfsf13b,0.24,0.759
Irgm2,-0.14,0.904
Tmem109,0.24,0.58
Zwint,0.25,0.69
Taf1b,0.029,0.986
Bdp1,-0.044,0.976
Eif1b,-0.23,0.614
Rasgef1b,-0.34,0.673
Mthfs,0.12,0.904
Mettl9,-0.2,0.804
Nt5m,-0.041,0.974
Mars,0.23,0.758
Stk10,-0.18,0.868
Leprotl1,0.24,0.683
Cmas,0.21,0.673
Pcbp1,-0.23,0.534
Foxp1,-0.15,0.896
Pibf1,0.008,0.998
Erp29,0.26,0.549
Fmr1,-0.18,0.838
Paf1,-0.031,0.983
Pex3,0.1,0.929
Dpp3,0.069,0.959
Pi4k2a,-0.26,0.713
Atp6v0d1,0.21,0.706
Ankrd44,-0.26,0.687
Gtf2h5,0.24,0.723
Cog6,0.065,0.961
Hbs1l,-0.026,0.986
Slc35b2,0.23,0.557
Fbxw11,-0.26,0.779
Tmem209,0.028,0.988
RP24-324P21.9,0.12,0.913
RP24-255G23.1,-0.37,0.699
Gskip,-0.25,0.77
Tlr4,-0.22,0.787
Smarca5,0.23,0.745
Bloc1s6,0.17,0.878
Aifm1,-0.13,0.919
Card19,0.22,0.679
Slc30a6,-0.17,0.875
Fam204a,0.079,0.951
Atg5,0.26,0.657
Ilkap,0.19,0.831
Flii,0.15,0.883
Upf3a,0.031,0.981
Skiv2l2,0.047,0.97
Ubald1,0.015,0.993
Ap4s1,-0.19,0.866
Atf2,-0.017,0.989
Tipin,-0.043,0.98
Pdia5,-0.19,0.875
Med4,-0.1,0.936
Tcof1,0.12,0.93
Fance,0.14,0.901
Dcaf11,0.27,0.736
Lmf2,-0.0093,0.997
Nbeal1,-0.016,0.994
Hadh,0.13,0.917
Eif4b,-0.061,0.967
Rap2a,0.24,0.699
Chchd4,0.12,0.919
Nkiras2,-0.084,0.95
Rsu1,0.22,0.598
Rock1,-0.25,0.73
Mrpl50,-0.24,0.795
Slc35b3,-0.03,0.986
Dnttip1,-0.21,0.757
Kdm7a,-0.099,0.95
Slc38a1,0.16,0.878
Trim35,-0.25,0.726
Stx18,0.15,0.871
Hars,-0.22,0.828
Ppp1r11,0.24,0.748
Eif3m,0.24,0.712
Ncbp2,0.13,0.901
Thrap3,-0.21,0.846
Eif2b3,-0.09,0.944
Hax1,-0.15,0.872
Fip1l1,-0.25,0.749
Ccdc97,0.011,0.995
Ntmt1,0.055,0.968
Fam167b,-0.15,0.865
Stk16,0.12,0.919
Trpc4ap,-0.29,0.578
Mgme1,-0.2,0.814
Snx13,0.058,0.964
Fam103a1,-0.12,0.901
Nfs1,-0.14,0.904
Tnks2,-0.2,0.744
Arhgap30,-0.24,0.774
Nbn,0.029,0.983
Il17ra,-0.27,0.729
Rab22a,-0.15,0.879
Pmaip1,-0.14,0.904
Sertad1,-0.25,0.685
Cox5a,0.26,0.591
Brwd1,0.11,0.919
Pja1,0.19,0.812
Drap1,-0.11,0.9
Casd1,-0.12,0.9
Npc1,0.15,0.913
Snf8,0.13,0.893
Usp47,-0.1,0.921
Tax1bp1,0.21,0.571
Nol11,0.089,0.932
Osbpl1a,0.031,0.986
Slc30a5,-0.12,0.935
Rnpepl1,-0.18,0.872
Zfand2b,-0.14,0.904
Nr2f6,-0.023,0.987
Mcat,-0.15,0.873
Rasa1,-0.062,0.963
Spg20,-0.24,0.774
Slk,-0.14,0.897
Pknox1,-0.11,0.919
Med8,0.22,0.777
Fam53b,-0.24,0.785
Papd4,-0.21,0.822
Mgat1,-0.27,0.63
Cfl2,0.03,0.984
Dyrk2,-0.12,0.928
Brix1,-0.21,0.696
RP23-359B23.5,0.23,0.632
Sppl3,-0.23,0.767
Ddx17,-0.19,0.893
Neurl3,-0.28,0.687
Vps16,-0.068,0.955
Rp9,0.25,0.761
Rnft1,0.11,0.919
Tapbp,0.24,0.534
Msrb2,-0.23,0.663
Tbpl1,-0.25,0.658
Ubxn6,0.18,0.869
Rnmt,-0.21,0.795
Smc6,-0.22,0.679
Mtf2,0.073,0.95
Rps7,0.19,0.74
Cul2,-0.15,0.87
Dnajc11,-0.14,0.884
Acaa2,0.069,0.96
Pnisr,0.2,0.675
Atrx,-0.24,0.66
Coasy,-0.039,0.978
Rmdn1,-0.13,0.903
Fbxo9,0.022,0.989
Srpr,0.2,0.788
Tbc1d22a,0.083,0.946
Pdcd4,0.14,0.897
Map2k4,0.086,0.936
Wdr1,0.21,0.564
Tnfsf9,0.61,0.81
Calu,0.24,0.728
Cirbp,-0.25,0.719
Dedd,-0.22,0.799
Lipo1,-0.14,0.901
Sart1,-0.084,0.944
Phkg2,0.18,0.872
Tap2,-0.033,0.978
Pitpnb,0.23,0.752
Brd9,0.22,0.744
Yrdc,-0.03,0.983
Tango2,-0.23,0.773
Ddx39b,-0.021,0.986
Secisbp2l,-0.23,0.811
Dnal4,-0.051,0.975
Fam192a,0.22,0.729
Gltscr2,0.21,0.744
Syap1,-0.0037,1
Pla2g7,-0.076,0.98
Tor1b,-0.16,0.861
Vps11,-0.16,0.866
Jund,-0.29,0.531
Evl,-0.21,0.614
Surf2,-0.22,0.768
Tra2a,-0.21,0.808
RP23-341M13.1,0.12,0.919
Tmem261,0.17,0.825
Stt3b,0.068,0.96
Kif5b,0.25,0.645
Fto,0.061,0.955
Arpc5l,0.25,0.633
Timm50,0.26,0.732
Foxred1,-0.032,0.984
Pisd,-0.24,0.72
Fam136a,-0.076,0.941
Nolc1,0.13,0.923
Gaa,0.24,0.683
Eftud2,-0.042,0.976
Chmp7,0.098,0.928
Dnajc4,-0.011,0.995
Slc22a17,-0.043,0.975
Gpr107,0.023,0.987
Hk3,0.2,0.808
Tmem5,0.2,0.768
RP24-167M10.2,-0.27,0.705
Baz1b,0.042,0.974
Rbm27,-0.18,0.821
Dusp7,-0.098,0.924
Smpd2,0.12,0.915
Rnf185,0.14,0.91
Med31,0.19,0.848
Ino80e,0.18,0.74
Aktip,-0.15,0.892
Ppp4r3b,-0.21,0.774
Poglut1,0.1,0.916
Arpc3,0.005,1
Rapgef6,-0.25,0.808
Snx14,0.084,0.938
Idh3a,0.18,0.841
Btbd1,-0.16,0.852
Krtcap2,0.24,0.607
Snx29,-0.25,0.743
Acbd3,-0.22,0.697
Nmd3,0.15,0.875
Stx8,-0.099,0.916
Zmynd11,-0.16,0.824
Hnrnpc,-0.17,0.585
Cd83,-0.43,0.434
Lrrc41,-0.19,0.854
Ddx50,-0.2,0.781
Rpp21,0.15,0.891
Ncln,0.15,0.849
Rexo1,-0.079,0.955
Thoc7,0.19,0.776
Tbcc,0.063,0.958
Nrm,-0.14,0.853
Fam96a,-0.22,0.663
Ncbp3,-0.13,0.889
Shoc2,-0.0099,0.996
Mapkapk2,-0.098,0.919
Stxbp2,0.19,0.81
Sdf2,0.24,0.706
Syncrip,-0.11,0.913
Scfd1,-0.24,0.697
Thap7,0.08,0.941
Snrpd3,0.045,0.97
Ccl9,0.37,0.609
Saraf,0.18,0.509
Ppp3ca,0.26,0.719
Rgs1,-0.51,0.532
Pdia4,0.21,0.586
Zfp512,-0.14,0.862
Thumpd1,0.015,0.994
Vhl,0.29,0.72
Snx30,0.11,0.913
Trnau1ap,-0.22,0.803
Cyb5b,-0.001,1
Scyl1,-0.033,0.981
Maged2,0.032,0.983
Mrpl10,-0.16,0.874
Snx4,0.19,0.834
Cnot6l,-0.12,0.913
Snx17,-0.21,0.627
Asb3,-0.055,0.965
Scamp3,0.23,0.68
Cyhr1,0.15,0.881
Raf1,0.21,0.752
Capn3,-0.19,0.76
Senp6,-0.17,0.859
Fzr1,0.14,0.901
Rpf1,-0.18,0.795
Rpl3,0.19,0.596
Nit1,-0.084,0.948
Adam15,-0.12,0.912
Ezh1,-0.053,0.965
Rnf114,0.23,0.648
Nono,-0.045,0.968
Tia1,-0.08,0.945
Magoh,-0.18,0.844
Ppp2r2d,0.047,0.97
Rab2a,0.24,0.549
Uba7,0.016,0.989
Spsb2,0.013,0.994
Zcchc11,0.18,0.838
Atf7ip,-0.052,0.97
Fam69a,-0.048,0.972
Ogdh,-0.18,0.814
Tmem128,-0.17,0.803
Hnrnpf,-0.17,0.757
Gpr137b-ps,-0.19,0.802
Actl6a,0.13,0.885
Trappc6b,-0.12,0.893
Chtop,0.11,0.904
Eif1ad,-0.098,0.927
Cd300d,0.2,0.524
Samm50,0.21,0.737
Zmynd8,-0.045,0.97
Edem1,0.21,0.594
Slc37a2,0.21,0.749
Gpbp1,0.2,0.784
Pdha1,-0.059,0.961
Cherp,-0.14,0.871
Khk,0.24,0.731
Alg9,-0.14,0.903
Cnih1,0.22,0.712
Rgmb,0.16,0.872
Brd1,-0.21,0.843
Ddx6,-0.17,0.842
Gclc,-0.027,0.986
Pgs1,-0.14,0.875
Tes,-0.15,0.887
Trp53,-0.21,0.761
Rbm28,-0.096,0.919
Hdlbp,0.16,0.865
Dpy19l4,0.13,0.91
Gart,0.12,0.908
Irak2,-0.16,0.805
Mtmr14,-0.024,0.986
Crbn,-0.18,0.816
Cdk7,-0.1,0.904
Zfp91,0.062,0.954
Ascc3,0.089,0.934
Rnf103,0.12,0.932
Ddx46,-0.17,0.875
Caprin1,0.11,0.901
Gcc2,-0.15,0.879
Rab10,-0.2,0.637
Rps19bp1,-0.049,0.967
Ubn2,-0.0089,0.997
Mrpl3,0.046,0.969
Psenen,0.2,0.649
Slc38a9,0.08,0.932
Cyp4v3,0.19,0.784
Ift52,-0.091,0.938
Lin7c,-0.18,0.805
Osgep,-0.21,0.691
Hadha,-9.9e-4,1
Snx15,0.081,0.943
Tubb6,0.14,0.916
Fh1,0.014,0.991
l7Rn6,-0.073,0.95
Mphosph10,-0.017,0.992
Fam168b,0.12,0.919
Zfand6,0.23,0.61
Rapsn,0.05,0.973
Pmpcb,-0.088,0.932
Cwf19l2,0.17,0.852
Actr10,0.13,0.871
Mrpl55,0.2,0.82
Acadvl,0.17,0.845
Zfp326,0.17,0.847
Taf7,0.24,0.746
RP23-55L3.5,0.17,0.804
Zfp260,-0.15,0.896
Matk,-0.16,0.859
Asph,0.22,0.567
Canx,-0.21,0.536
Ppp2r1a,0.14,0.852
Tm7sf3,0.06,0.959
Mnat1,0.11,0.905
Pdcd6ip,-0.19,0.773
Emc8,-0.14,0.877
Tor1aip2,0.17,0.808
Ywhae,0.19,0.614
Coq2,-0.18,0.805
Uap1,0.19,0.787
Dst,-0.22,0.863
Plekhj1,0.099,0.901
Bend6,0.11,0.919
Ifnar1,-0.16,0.835
Xab2,-0.032,0.981
Chka,-0.18,0.82
Ist1,-0.21,0.686
Auh,0.087,0.928
Ppie,-0.055,0.965
Egln2,-0.015,0.991
Ptk2b,-0.12,0.892
Cse1l,-0.11,0.914
Tesk1,-0.0089,0.997
Tbc1d14,0.1,0.917
Pmm2,0.15,0.881
Pitpna,0.21,0.595
Mrpl43,0.19,0.776
Cd79b,0.013,0.994
Zmpste24,-0.046,0.971
Ap3m1,0.13,0.882
Gnb1,0.21,0.651
Sowahc,0.23,0.782
Hmox2,0.18,0.591
Triap1,0.13,0.871
Ing1,-0.085,0.925
Ccdc59,0.17,0.845
Arhgdia,0.23,0.609
Acp2,-0.24,0.64
Kdm5a,-0.12,0.893
Parl,-0.18,0.816
Hk2,-0.22,0.592
Rab3gap1,-0.051,0.968
Sort1,0.075,0.951
Cct2,-0.16,0.84
Eif2s2,0.2,0.687
Myadm,-0.22,0.716
RP23-81F19.2,-0.068,0.951
Ormdl1,-0.14,0.875
RP23-116C19.1,-0.039,0.974
Ubac2,-0.2,0.788
Psmd9,0.023,0.986
Cdca4,-0.062,0.974
Pdcd6,0.28,0.723
Cndp2,0.21,0.617
Stag2,-0.18,0.83
Fam172a,0.02,0.988
Gtf2e2,0.12,0.901
Mgat4b,0.1,0.912
Taok3,-0.14,0.879
Ik,-0.2,0.684
March7,0.1,0.926
Ak2,-0.16,0.803
Eif3i,-0.066,0.958
Rnf6,-0.18,0.845
Ric8,-0.082,0.939
Mocs2,0.08,0.94
Tpgs1,-0.2,0.752
Pomgnt1,0.17,0.869
Nck1,-0.18,0.852
Magt1,-0.19,0.775
Gtf2h2,-0.21,0.591
Rbbp9,0.16,0.874
Dld,-0.18,0.77
Smarca4,-0.12,0.912
Hsd17b12,-0.18,0.822
Rer1,0.21,0.614
Dlgap4,-0.19,0.727
Isoc1,-0.15,0.869
Rab21,0.12,0.891
Efcab14,-0.16,0.852
Ttc33,0.064,0.951
H2-Eb1,1.4,0.691
Nfkbib,-0.11,0.89
Smc3,0.17,0.786
Stard7,0.02,0.988
Srd5a3,0.16,0.848
Taf12,0.11,0.916
Psmd3,-0.18,0.795
Trappc13,-0.1,0.924
Tlr7,0.18,0.735
Slc29a1,0.22,0.66
Brd3,-0.083,0.928
Pigyl,0.15,0.861
Il13ra1,0.22,0.67
Elp2,0.11,0.919
R3hdm4,0.034,0.975
Bloc1s4,-0.074,0.938
Tm9sf2,0.2,0.594
Mau2,-0.062,0.956
Ms4a7,-0.32,0.935
Stx5a,-0.21,0.735
Bod1l,0.21,0.735
Fus,-0.065,0.948
Lpcat1,0.015,0.991
RP23-325I3.1,-0.027,0.985
RP23-256L12.2,0.058,0.963
Efhd2,-0.18,0.488
Hnmt,-0.18,0.776
Armc1,-0.11,0.913
Wdr12,0.043,0.972
Pnpla7,0.18,0.77
Cklf,-0.21,0.674
Golph3,-0.1,0.916
Eif6,0.19,0.736
Adprhl2,0.054,0.961
Rnf4,0.19,0.784
Commd6,-0.21,0.708
Nop58,0.063,0.961
Pdlim4,-0.23,0.739
Eef1e1,-0.014,0.992
Ifi35,0.19,0.714
Cxcl10,-0.44,0.893
Mettl23,-0.17,0.785
Add1,-0.11,0.91
Gosr2,-0.1,0.9
Mmp14,-0.023,0.986
Timm22,0.073,0.948
Rsl24d1,-0.06,0.951
Dhx36,-0.1,0.912
Tmem59,0.16,0.52
Man1a2,-0.25,0.674
Exosc1,0.03,0.976
Sarnp,0.19,0.795
Nek7,-0.22,0.687
Bco2,0.14,0.88
Ccndbp1,-0.22,0.781
Slc35a5,-0.056,0.968
Golga7,0.15,0.783
Rexo4,0.086,0.919
G3bp1,-0.15,0.774
Dennd6a,0.035,0.974
Rhoq,-0.091,0.929
Sde2,-0.16,0.847
Cryba4,0.16,0.819
Usp33,0.0042,1
Immp1l,0.0017,1
Dync1li1,0.048,0.962
Bccip,0.19,0.774
Slc35a1,-0.043,0.973
Scamp1,-0.084,0.919
Puf60,-0.19,0.693
Hspa14,0.07,0.938
Ccpg1,0.19,0.821
Acly,-0.22,0.744
Gnpda2,-0.18,0.787
Capzb,0.18,0.535
Rad23a,0.096,0.924
Paxbp1,0.15,0.868
Aco2,0.21,0.745
Plekhf2,-0.24,0.75
Mrpl4,0.085,0.919
Ptpro,0.18,0.767
Tomm70a,-0.025,0.986
Vimp,0.18,0.58
Tnfaip1,0.18,0.803
Hgsnat,0.043,0.975
Tmem248,-0.082,0.927
Mboat7,0.14,0.859
Hmgcl,0.21,0.686
Frrs1,0.13,0.868
Hsf1,0.12,0.907
Phax,0.09,0.923
Pak1ip1,-0.079,0.939
Pkn1,-0.16,0.838
Il18,0.15,0.863
Cbr1,0.078,0.929
Impa1,0.16,0.837
